2025-11-19T12:21:35.401256,1,person,0.4328388273715973,1,94.5,240.0,189,474
2025-11-19T12:21:37.196811,16,person,0.6760044097900391,1,475.0,239.0,314,476
2025-11-19T12:21:37.327580,17,person,0.701639711856842,1,455.5,240.5,365,477
2025-11-19T12:21:37.466587,18,person,0.8014119267463684,1,439.0,251.0,356,458
2025-11-19T12:21:37.609871,19,person,0.8014119267463684,1,439.0,251.0,356,458
2025-11-19T12:21:37.770155,20,person,0.9227536916732788,1,445.5,263.0,347,434
2025-11-19T12:21:37.944298,21,person,0.8651037812232971,1,449.5,268.0,347,422
2025-11-19T12:21:37.947529,21,chair,0.7089787125587463,2,104.0,280.0,208,198
2025-11-19T12:21:38.150970,22,person,0.7482110261917114,1,401.0,277.5,460,403
2025-11-19T12:21:38.154090,22,chair,0.4336520731449127,2,107.0,296.5,214,197
2025-11-19T12:21:38.374993,23,person,0.8669873476028442,1,455.0,278.0,350,402
2025-11-19T12:21:38.377687,23,chair,0.4326496720314026,2,169.5,276.5,91,151
2025-11-19T12:21:38.545472,24,person,0.9036944508552551,1,455.5,278.5,349,401
2025-11-19T12:21:38.548389,24,chair,0.4175216555595398,2,169.5,277.0,93,152
2025-11-19T12:21:38.723999,25,person,0.8965855836868286,1,456.5,278.0,349,402
2025-11-19T12:21:38.727096,25,chair,0.5147854089736938,2,169.5,277.0,91,154
2025-11-19T12:21:38.889887,26,person,0.8742234110832214,1,455.5,276.5,349,405
2025-11-19T12:21:38.892697,26,chair,0.46916714310646057,2,107.5,295.5,215,199
2025-11-19T12:21:39.086237,27,person,0.8790827989578247,1,455.0,275.0,352,408
2025-11-19T12:21:39.247059,28,person,0.8285627365112305,1,451.5,268.5,349,421
2025-11-19T12:21:39.250359,28,chair,0.48776522278785706,2,105.0,283.0,210,190
2025-11-19T12:21:39.423518,29,person,0.8907784223556519,1,451.0,268.0,348,422
2025-11-19T12:21:39.566342,30,person,0.891355037689209,1,448.5,267.5,349,423
2025-11-19T12:21:39.697361,31,person,0.8493067622184753,1,450.0,268.5,350,421
2025-11-19T12:21:39.699742,31,chair,0.47317904233932495,2,164.5,256.0,89,148
2025-11-19T12:21:39.843567,32,person,0.8564377427101135,1,448.0,268.0,350,422
2025-11-19T12:21:39.846189,32,chair,0.4390392005443573,2,105.0,280.5,210,197
2025-11-19T12:21:39.997240,33,person,0.8383923768997192,1,450.0,268.5,348,421
2025-11-19T12:21:40.000292,33,chair,0.4796302318572998,2,104.0,280.0,208,196
2025-11-19T12:21:40.002492,33,chair,0.4420347213745117,3,164.5,257.5,89,151
2025-11-19T12:21:40.151948,34,person,0.8478219509124756,1,449.5,268.0,349,422
2025-11-19T12:21:40.337608,35,person,0.7897860407829285,1,447.5,268.0,351,422
2025-11-19T12:21:40.340860,35,chair,0.6204727292060852,2,104.5,277.0,209,194
2025-11-19T12:21:40.559483,36,person,0.8735247254371643,1,449.0,266.5,350,425
2025-11-19T12:21:40.563130,36,chair,0.41854867339134216,3,164.5,254.5,89,149
2025-11-19T12:21:40.771039,37,person,0.8998075723648071,1,448.5,269.0,349,420
2025-11-19T12:21:40.774104,37,chair,0.5442361831665039,3,164.0,258.0,90,150
2025-11-19T12:21:40.776669,37,chair,0.4993182122707367,2,92.0,312.0,184,130
2025-11-19T12:21:40.944586,38,person,0.8706570267677307,1,449.0,268.5,350,421
2025-11-19T12:21:41.110542,39,person,0.9048696756362915,1,449.0,270.0,348,418
2025-11-19T12:21:41.114142,39,chair,0.5223243832588196,2,91.0,312.5,182,131
2025-11-19T12:21:41.116715,39,chair,0.46488118171691895,3,164.5,259.0,89,148
2025-11-19T12:21:41.325365,40,person,0.9060849547386169,1,449.5,271.0,349,418
2025-11-19T12:21:41.462658,41,person,0.9025751948356628,1,449.0,271.0,350,416
2025-11-19T12:21:41.465434,41,chair,0.5147910714149475,2,90.0,312.5,180,131
2025-11-19T12:21:41.467400,41,chair,0.42964980006217957,3,165.5,259.5,89,149
